stepcount_1,strategy_1,strat code_1,move_1,probabilities_1,utility_1,common_move_1,number_coop_1,number_defect_1,outcomes_1,p1_1,p2_1,p3_1,p4_1,u1_1,u2_1,u3_1,u4_1,m1_1,m2_1,m3_1,m4_1,uv_1,wm_1,nc_1,mutC_1
139,VPP,6,{2: 'D'},{2: 0.6250000000000001},58.5,['D'],0,1,"{2: ['D', 'D']}",0.6250000000000001,None,None,None,59.5,None,None,None,2,None,None,None,0.01,{2: ['D']},0,0
140,VPP,6,{2: 'D'},{2: 0.6050000000000001},59.5,['D'],0,1,"{2: ['D', 'C']}",0.6050000000000001,None,None,None,61.5,None,None,None,2,None,None,None,0.01,{},0,0
141,VPP,6,{2: 'C'},{2: 0.6250000000000001},61.5,['C'],1,0,"{2: ['C', 'D']}",0.6250000000000001,None,None,None,59.5,None,None,None,1,None,None,None,0.01,{2: ['D']},1,0
142,VPP,6,{2: 'D'},{2: 0.6350000000000001},59.5,['D'],0,1,"{2: ['D', 'D']}",0.6350000000000001,None,None,None,60.5,None,None,None,2,None,None,None,0.01,{},0,0
143,VPP,6,{2: 'D'},{2: 0.6150000000000001},60.5,['D'],0,1,"{2: ['D', 'C']}",0.6150000000000001,None,None,None,62.5,None,None,None,2,None,None,None,0.01,{2: ['C']},0,0
144,VPP,6,{2: 'D'},{2: 0.6250000000000001},62.5,['D'],0,1,"{2: ['D', 'D']}",0.6250000000000001,None,None,None,63.5,None,None,None,2,None,None,None,0.01,{},0,0
145,VPP,6,{2: 'D'},{2: 0.6050000000000001},63.5,['D'],0,1,"{2: ['D', 'C']}",0.6050000000000001,None,None,None,65.5,None,None,None,2,None,None,None,0.01,{2: ['C']},0,0
146,VPP,6,{2: 'D'},{2: 0.5850000000000001},65.5,['D'],0,1,"{2: ['D', 'C']}",0.5850000000000001,None,None,None,67.5,None,None,None,2,None,None,None,0.01,{},0,0
147,VPP,6,{2: 'C'},{2: 0.6050000000000001},67.5,['C'],1,0,"{2: ['C', 'D']}",0.6050000000000001,None,None,None,65.5,None,None,None,1,None,None,None,0.01,{2: ['D']},1,0
148,VPP,6,{2: 'C'},{2: 0.6250000000000001},65.5,['C'],1,0,"{2: ['C', 'D']}",0.6250000000000001,None,None,None,63.5,None,None,None,1,None,None,None,0.01,{},1,0
149,VPP,6,{2: 'C'},{2: 0.6450000000000001},63.5,['C'],1,0,"{2: ['C', 'D']}",0.6450000000000001,None,None,None,61.5,None,None,None,1,None,None,None,0.01,{2: ['D']},1,0
150,VPP,6,{2: 'D'},{2: 0.6550000000000001},61.5,['D'],0,1,"{2: ['D', 'D']}",0.6550000000000001,None,None,None,62.5,None,None,None,2,None,None,None,0.01,{},0,0
151,VPP,6,{2: 'C'},{2: 0.6750000000000002},62.5,['C'],1,0,"{2: ['C', 'D']}",0.6750000000000002,None,None,None,60.5,None,None,None,1,None,None,None,0.01,{2: ['D']},1,0
152,VPP,6,{2: 'D'},{2: 0.6550000000000001},60.5,['D'],0,1,"{2: ['D', 'C']}",0.6550000000000001,None,None,None,62.5,None,None,None,2,None,None,None,0.01,{},0,0
153,VPP,6,{2: 'D'},{2: 0.6350000000000001},62.5,['D'],0,1,"{2: ['D', 'C']}",0.6350000000000001,None,None,None,64.5,None,None,None,2,None,None,None,0.01,{2: ['C']},0,0
154,VPP,6,{2: 'C'},{2: 0.6550000000000001},64.5,['C'],1,0,"{2: ['C', 'D']}",0.6550000000000001,None,None,None,62.5,None,None,None,1,None,None,None,0.01,{},1,0
155,VPP,6,{2: 'C'},{2: 0.6400000000000001},62.5,['C'],1,0,"{2: ['C', 'C']}",0.6400000000000001,None,None,None,64.0,None,None,None,1,None,None,None,0.01,{2: ['C']},1,1
156,VPP,6,{2: 'D'},{2: 0.6500000000000001},64.0,['D'],0,1,"{2: ['D', 'D']}",0.6500000000000001,None,None,None,65.0,None,None,None,2,None,None,None,0.01,{},0,0
157,VPP,6,{2: 'D'},{2: 0.6600000000000001},65.0,['D'],0,1,"{2: ['D', 'D']}",0.6600000000000001,None,None,None,66.0,None,None,None,2,None,None,None,0.01,{2: ['D']},0,0
158,VPP,6,{2: 'D'},{2: 0.6400000000000001},66.0,['D'],0,1,"{2: ['D', 'C']}",0.6400000000000001,None,None,None,68.0,None,None,None,2,None,None,None,0.01,{},0,0
159,VPP,6,{2: 'C'},{2: 0.6600000000000001},68.0,['C'],1,0,"{2: ['C', 'D']}",0.6600000000000001,None,None,None,66.0,None,None,None,1,None,None,None,0.01,{2: ['D']},1,0
160,VPP,6,{2: 'D'},{2: 0.6400000000000001},66.0,['D'],0,1,"{2: ['D', 'C']}",0.6400000000000001,None,None,None,68.0,None,None,None,2,None,None,None,0.01,{},0,0
161,VPP,6,{2: 'D'},{2: 0.6500000000000001},68.0,['D'],0,1,"{2: ['D', 'D']}",0.6500000000000001,None,None,None,69.0,None,None,None,2,None,None,None,0.01,{2: ['D']},0,0
162,VPP,6,{2: 'D'},{2: 0.6600000000000001},69.0,['D'],0,1,"{2: ['D', 'D']}",0.6600000000000001,None,None,None,70.0,None,None,None,2,None,None,None,0.01,{},0,0
163,VPP,6,{2: 'C'},{2: 0.6800000000000002},70.0,['C'],1,0,"{2: ['C', 'D']}",0.6800000000000002,None,None,None,68.0,None,None,None,1,None,None,None,0.01,{2: ['D']},1,0
164,VPP,6,{2: 'D'},{2: 0.6600000000000001},68.0,['D'],0,1,"{2: ['D', 'C']}",0.6600000000000001,None,None,None,70.0,None,None,None,2,None,None,None,0.01,{},0,0
165,VPP,6,{2: 'C'},{2: 0.6800000000000002},70.0,['C'],1,0,"{2: ['C', 'D']}",0.6800000000000002,None,None,None,68.0,None,None,None,1,None,None,None,0.01,{2: ['D']},1,0
166,VPP,6,{2: 'D'},{2: 0.6600000000000001},68.0,['D'],0,1,"{2: ['D', 'C']}",0.6600000000000001,None,None,None,70.0,None,None,None,2,None,None,None,0.01,{},0,0
167,VPP,6,{2: 'D'},{2: 0.6400000000000001},70.0,['D'],0,1,"{2: ['D', 'C']}",0.6400000000000001,None,None,None,72.0,None,None,None,2,None,None,None,0.01,{2: ['C']},0,0
168,VPP,6,{2: 'C'},{2: 0.6250000000000001},72.0,['C'],1,0,"{2: ['C', 'C']}",0.6250000000000001,None,None,None,73.5,None,None,None,1,None,None,None,0.01,{},1,1
169,VPP,6,{2: 'C'},{2: 0.6100000000000001},73.5,['C'],1,0,"{2: ['C', 'C']}",0.6100000000000001,None,None,None,75.0,None,None,None,1,None,None,None,0.01,{2: ['C']},1,1
170,VPP,6,{2: 'C'},{2: 0.6300000000000001},75.0,['C'],1,0,"{2: ['C', 'D']}",0.6300000000000001,None,None,None,73.0,None,None,None,1,None,None,None,0.01,{},1,0
171,VPP,6,{2: 'C'},{2: 0.6500000000000001},73.0,['C'],1,0,"{2: ['C', 'D']}",0.6500000000000001,None,None,None,71.0,None,None,None,1,None,None,None,0.01,{2: ['D']},1,0
172,VPP,6,{2: 'D'},{2: 0.6600000000000001},71.0,['D'],0,1,"{2: ['D', 'D']}",0.6600000000000001,None,None,None,72.0,None,None,None,2,None,None,None,0.01,{},0,0
173,VPP,6,{2: 'D'},{2: 0.6400000000000001},72.0,['D'],0,1,"{2: ['D', 'C']}",0.6400000000000001,None,None,None,74.0,None,None,None,2,None,None,None,0.01,{2: ['C']},0,0
174,VPP,6,{2: 'D'},{2: 0.6500000000000001},74.0,['D'],0,1,"{2: ['D', 'D']}",0.6500000000000001,None,None,None,75.0,None,None,None,2,None,None,None,0.01,{},0,0
175,VPP,6,{2: 'C'},{2: 0.6700000000000002},75.0,['C'],1,0,"{2: ['C', 'D']}",0.6700000000000002,None,None,None,73.0,None,None,None,1,None,None,None,0.01,{2: ['D']},1,0
176,VPP,6,{2: 'D'},{2: 0.6500000000000001},73.0,['D'],0,1,"{2: ['D', 'C']}",0.6500000000000001,None,None,None,75.0,None,None,None,2,None,None,None,0.01,{},0,0
177,VPP,6,{2: 'D'},{2: 0.6600000000000001},75.0,['D'],0,1,"{2: ['D', 'D']}",0.6600000000000001,None,None,None,76.0,None,None,None,2,None,None,None,0.01,{2: ['D']},0,0
178,VPP,6,{2: 'D'},{2: 0.6700000000000002},76.0,['D'],0,1,"{2: ['D', 'D']}",0.6700000000000002,None,None,None,77.0,None,None,None,2,None,None,None,0.01,{},0,0
179,VPP,6,{2: 'D'},{2: 0.6800000000000002},77.0,['D'],0,1,"{2: ['D', 'D']}",0.6800000000000002,None,None,None,78.0,None,None,None,2,None,None,None,0.01,{2: ['D']},0,0
180,VPP,6,{2: 'D'},{2: 0.6600000000000001},78.0,['D'],0,1,"{2: ['D', 'C']}",0.6600000000000001,None,None,None,80.0,None,None,None,2,None,None,None,0.01,{},0,0
181,VPP,6,{2: 'D'},{2: 0.6700000000000002},80.0,['D'],0,1,"{2: ['D', 'D']}",0.6700000000000002,None,None,None,81.0,None,None,None,2,None,None,None,0.01,{2: ['D']},0,0
182,VPP,6,{2: 'C'},{2: 0.6550000000000001},81.0,['C'],1,0,"{2: ['C', 'C']}",0.6550000000000001,None,None,None,82.5,None,None,None,1,None,None,None,0.01,{},1,1
183,VPP,6,{2: 'D'},{2: 0.6350000000000001},82.5,['D'],0,1,"{2: ['D', 'C']}",0.6350000000000001,None,None,None,84.5,None,None,None,2,None,None,None,0.01,{2: ['C']},0,0
184,VPP,6,{2: 'C'},{2: 0.6550000000000001},84.5,['C'],1,0,"{2: ['C', 'D']}",0.6550000000000001,None,None,None,82.5,None,None,None,1,None,None,None,0.01,{},1,0
185,VPP,6,{2: 'C'},{2: 0.6750000000000002},82.5,['C'],1,0,"{2: ['C', 'D']}",0.6750000000000002,None,None,None,80.5,None,None,None,1,None,None,None,0.01,{2: ['D']},1,0
186,VPP,6,{2: 'C'},{2: 0.6950000000000002},80.5,['C'],1,0,"{2: ['C', 'D']}",0.6950000000000002,None,None,None,78.5,None,None,None,1,None,None,None,0.01,{},1,0
187,VPP,6,{2: 'D'},{2: 0.6750000000000002},78.5,['D'],0,1,"{2: ['D', 'C']}",0.6750000000000002,None,None,None,80.5,None,None,None,2,None,None,None,0.01,{2: ['C']},0,0
188,VPP,6,{2: 'D'},{2: 0.6550000000000001},80.5,['D'],0,1,"{2: ['D', 'C']}",0.6550000000000001,None,None,None,82.5,None,None,None,2,None,None,None,0.01,{},0,0
189,VPP,6,{2: 'D'},{2: 0.6350000000000001},82.5,['D'],0,1,"{2: ['D', 'C']}",0.6350000000000001,None,None,None,84.5,None,None,None,2,None,None,None,0.01,{2: ['C']},0,0
190,VPP,6,{2: 'D'},{2: 0.6150000000000001},84.5,['D'],0,1,"{2: ['D', 'C']}",0.6150000000000001,None,None,None,86.5,None,None,None,2,None,None,None,0.01,{},0,0
191,VPP,6,{2: 'D'},{2: 0.5950000000000001},86.5,['D'],0,1,"{2: ['D', 'C']}",0.5950000000000001,None,None,None,88.5,None,None,None,2,None,None,None,0.01,{2: ['C']},0,0
192,VPP,6,{2: 'D'},{2: 0.6050000000000001},88.5,['D'],0,1,"{2: ['D', 'D']}",0.6050000000000001,None,None,None,89.5,None,None,None,2,None,None,None,0.01,{},0,0
193,VPP,6,{2: 'C'},{2: 0.5900000000000001},89.5,['C'],1,0,"{2: ['C', 'C']}",0.5900000000000001,None,None,None,91.0,None,None,None,1,None,None,None,0.01,{2: ['C']},1,1
194,VPP,6,{2: 'D'},{2: 0.6000000000000001},91.0,['D'],0,1,"{2: ['D', 'D']}",0.6000000000000001,None,None,None,92.0,None,None,None,2,None,None,None,0.01,{},0,0
195,VPP,6,{2: 'D'},{2: 0.6100000000000001},92.0,['D'],0,1,"{2: ['D', 'D']}",0.6100000000000001,None,None,None,93.0,None,None,None,2,None,None,None,0.01,{2: ['D']},0,0
196,VPP,6,{2: 'D'},{2: 0.5900000000000001},93.0,['D'],0,1,"{2: ['D', 'C']}",0.5900000000000001,None,None,None,95.0,None,None,None,2,None,None,None,0.01,{},0,0
197,VPP,6,{2: 'C'},{2: 0.5750000000000001},95.0,['C'],1,0,"{2: ['C', 'C']}",0.5750000000000001,None,None,None,96.5,None,None,None,1,None,None,None,0.01,{2: ['C']},1,1
198,VPP,6,{2: 'C'},{2: 0.5950000000000001},96.5,['C'],1,0,"{2: ['C', 'D']}",0.5950000000000001,None,None,None,94.5,None,None,None,1,None,None,None,0.01,{},1,0
199,VPP,6,{2: 'C'},{2: 0.6150000000000001},94.5,['C'],1,0,"{2: ['C', 'D']}",0.6150000000000001,None,None,None,92.5,None,None,None,1,None,None,None,0.01,{2: ['D']},1,0
200,VPP,6,{2: 'D'},{2: 0.5950000000000001},92.5,['D'],0,1,"{2: ['D', 'C']}",0.5950000000000001,None,None,None,94.5,None,None,None,2,None,None,None,0.01,{},0,0
201,VPP,6,{2: 'D'},{2: 0.6050000000000001},94.5,['D'],0,1,"{2: ['D', 'D']}",0.6050000000000001,None,None,None,95.5,None,None,None,2,None,None,None,0.01,{2: ['D']},0,0
202,VPP,6,{2: 'D'},{2: 0.5850000000000001},95.5,['D'],0,1,"{2: ['D', 'C']}",0.5850000000000001,None,None,None,97.5,None,None,None,2,None,None,None,0.01,{},0,0
203,VPP,6,{2: 'D'},{2: 0.5650000000000001},97.5,['D'],0,1,"{2: ['D', 'C']}",0.5650000000000001,None,None,None,99.5,None,None,None,2,None,None,None,0.01,{2: ['C']},0,0
204,VPP,6,{2: 'D'},{2: 0.5750000000000001},99.5,['D'],0,1,"{2: ['D', 'D']}",0.5750000000000001,None,None,None,100.5,None,None,None,2,None,None,None,0.01,{},0,0
205,VPP,6,{2: 'C'},{2: 0.5950000000000001},100.5,['C'],1,0,"{2: ['C', 'D']}",0.5950000000000001,None,None,None,98.5,None,None,None,1,None,None,None,0.01,{2: ['D']},1,0
206,VPP,6,{2: 'D'},{2: 0.5750000000000001},98.5,['D'],0,1,"{2: ['D', 'C']}",0.5750000000000001,None,None,None,100.5,None,None,None,2,None,None,None,0.01,{},0,0
207,VPP,6,{2: 'C'},{2: 0.56},100.5,['C'],1,0,"{2: ['C', 'C']}",0.56,None,None,None,102.0,None,None,None,1,None,None,None,0.01,{2: ['C']},1,1
208,VPP,6,{2: 'C'},{2: 0.545},102.0,['C'],1,0,"{2: ['C', 'C']}",0.545,None,None,None,103.5,None,None,None,1,None,None,None,0.01,{},1,1
209,VPP,6,{2: 'C'},{2: 0.53},103.5,['C'],1,0,"{2: ['C', 'C']}",0.53,None,None,None,105.0,None,None,None,1,None,None,None,0.01,{2: ['C']},1,1
210,VPP,6,{2: 'D'},{2: 0.54},105.0,['D'],0,1,"{2: ['D', 'D']}",0.54,None,None,None,106.0,None,None,None,2,None,None,None,0.01,{},0,0
211,VPP,6,{2: 'D'},{2: 0.52},106.0,['D'],0,1,"{2: ['D', 'C']}",0.52,None,None,None,108.0,None,None,None,2,None,None,None,0.01,{2: ['C']},0,0
212,VPP,6,{2: 'D'},{2: 0.53},108.0,['D'],0,1,"{2: ['D', 'D']}",0.53,None,None,None,109.0,None,None,None,2,None,None,None,0.01,{},0,0
213,VPP,6,{2: 'C'},{2: 0.55},109.0,['C'],1,0,"{2: ['C', 'D']}",0.55,None,None,None,107.0,None,None,None,1,None,None,None,0.01,{2: ['D']},1,0
214,VPP,6,{2: 'D'},{2: 0.53},107.0,['D'],0,1,"{2: ['D', 'C']}",0.53,None,None,None,109.0,None,None,None,2,None,None,None,0.01,{},0,0
215,VPP,6,{2: 'D'},{2: 0.54},109.0,['D'],0,1,"{2: ['D', 'D']}",0.54,None,None,None,110.0,None,None,None,2,None,None,None,0.01,{2: ['D']},0,0
216,VPP,6,{2: 'D'},{2: 0.55},110.0,['D'],0,1,"{2: ['D', 'D']}",0.55,None,None,None,111.0,None,None,None,2,None,None,None,0.01,{},0,0
217,VPP,6,{2: 'D'},{2: 0.56},111.0,['D'],0,1,"{2: ['D', 'D']}",0.56,None,None,None,112.0,None,None,None,2,None,None,None,0.01,{2: ['D']},0,0
218,VPP,6,{2: 'C'},{2: 0.545},112.0,['C'],1,0,"{2: ['C', 'C']}",0.545,None,None,None,113.5,None,None,None,1,None,None,None,0.01,{},1,1
219,VPP,6,{2: 'D'},{2: 0.525},113.5,['D'],0,1,"{2: ['D', 'C']}",0.525,None,None,None,115.5,None,None,None,2,None,None,None,0.01,{2: ['C']},0,0
220,VPP,6,{2: 'D'},{2: 0.535},115.5,['D'],0,1,"{2: ['D', 'D']}",0.535,None,None,None,116.5,None,None,None,2,None,None,None,0.01,{},0,0
221,VPP,6,{2: 'D'},{2: 0.545},116.5,['D'],0,1,"{2: ['D', 'D']}",0.545,None,None,None,117.5,None,None,None,2,None,None,None,0.01,{2: ['D']},0,0
222,VPP,6,{2: 'C'},{2: 0.5650000000000001},117.5,['C'],1,0,"{2: ['C', 'D']}",0.5650000000000001,None,None,None,115.5,None,None,None,1,None,None,None,0.01,{},1,0
223,VPP,6,{2: 'C'},{2: 0.55},115.5,['C'],1,0,"{2: ['C', 'C']}",0.55,None,None,None,117.0,None,None,None,1,None,None,None,0.01,{2: ['C']},1,1
224,VPP,6,{2: 'C'},{2: 0.5700000000000001},117.0,['C'],1,0,"{2: ['C', 'D']}",0.5700000000000001,None,None,None,115.0,None,None,None,1,None,None,None,0.01,{},1,0
225,VPP,6,{2: 'D'},{2: 0.5800000000000001},115.0,['D'],0,1,"{2: ['D', 'D']}",0.5800000000000001,None,None,None,116.0,None,None,None,2,None,None,None,0.01,{2: ['D']},0,0
226,VPP,6,{2: 'C'},{2: 0.6000000000000001},116.0,['C'],1,0,"{2: ['C', 'D']}",0.6000000000000001,None,None,None,114.0,None,None,None,1,None,None,None,0.01,{},1,0
227,VPP,6,{2: 'D'},{2: 0.5800000000000001},114.0,['D'],0,1,"{2: ['D', 'C']}",0.5800000000000001,None,None,None,116.0,None,None,None,2,None,None,None,0.01,{2: ['C']},0,0
228,VPP,6,{2: 'D'},{2: 0.56},116.0,['D'],0,1,"{2: ['D', 'C']}",0.56,None,None,None,118.0,None,None,None,2,None,None,None,0.01,{},0,0
229,VPP,6,{2: 'C'},{2: 0.545},118.0,['C'],1,0,"{2: ['C', 'C']}",0.545,None,None,None,119.5,None,None,None,1,None,None,None,0.01,{2: ['C']},1,1
230,VPP,6,{2: 'D'},{2: 0.555},119.5,['D'],0,1,"{2: ['D', 'D']}",0.555,None,None,None,120.5,None,None,None,2,None,None,None,0.01,{},0,0
231,VPP,6,{2: 'D'},{2: 0.535},120.5,['D'],0,1,"{2: ['D', 'C']}",0.535,None,None,None,122.5,None,None,None,2,None,None,None,0.01,{2: ['C']},0,0
232,VPP,6,{2: 'C'},{2: 0.52},122.5,['C'],1,0,"{2: ['C', 'C']}",0.52,None,None,None,124.0,None,None,None,1,None,None,None,0.01,{},1,1
233,VPP,6,{2: 'C'},{2: 0.505},124.0,['C'],1,0,"{2: ['C', 'C']}",0.505,None,None,None,125.5,None,None,None,1,None,None,None,0.01,{2: ['C']},1,1
234,VPP,6,{2: 'C'},{2: 0.49},125.5,['C'],1,0,"{2: ['C', 'C']}",0.49,None,None,None,127.0,None,None,None,1,None,None,None,0.01,{},1,1
235,VPP,6,{2: 'C'},{2: 0.51},127.0,['C'],1,0,"{2: ['C', 'D']}",0.51,None,None,None,125.0,None,None,None,1,None,None,None,0.01,{2: ['D']},1,0
236,VPP,6,{2: 'C'},{2: 0.495},125.0,['C'],1,0,"{2: ['C', 'C']}",0.495,None,None,None,126.5,None,None,None,1,None,None,None,0.01,{},1,1
237,VPP,6,{2: 'D'},{2: 0.475},126.5,['D'],0,1,"{2: ['D', 'C']}",0.475,None,None,None,128.5,None,None,None,2,None,None,None,0.01,{2: ['C']},0,0
238,VPP,6,{2: 'D'},{2: 0.45499999999999996},128.5,['D'],0,1,"{2: ['D', 'C']}",0.45499999999999996,None,None,None,130.5,None,None,None,2,None,None,None,0.01,{},0,0
239,VPP,6,{2: 'C'},{2: 0.475},130.5,['C'],1,0,"{2: ['C', 'D']}",0.475,None,None,None,128.5,None,None,None,1,None,None,None,0.01,{2: ['D']},1,0
240,VPP,6,{2: 'C'},{2: 0.45999999999999996},128.5,['C'],1,0,"{2: ['C', 'C']}",0.45999999999999996,None,None,None,130.0,None,None,None,1,None,None,None,0.01,{},1,1
241,VPP,6,{2: 'C'},{2: 0.44499999999999995},130.0,['C'],1,0,"{2: ['C', 'C']}",0.44499999999999995,None,None,None,131.5,None,None,None,1,None,None,None,0.01,{2: ['C']},1,1
242,VPP,6,{2: 'D'},{2: 0.45499999999999996},131.5,['D'],0,1,"{2: ['D', 'D']}",0.45499999999999996,None,None,None,132.5,None,None,None,2,None,None,None,0.01,{},0,0
243,VPP,6,{2: 'C'},{2: 0.475},132.5,['C'],1,0,"{2: ['C', 'D']}",0.475,None,None,None,130.5,None,None,None,1,None,None,None,0.01,{2: ['D']},1,0
244,VPP,6,{2: 'D'},{2: 0.485},130.5,['D'],0,1,"{2: ['D', 'D']}",0.485,None,None,None,131.5,None,None,None,2,None,None,None,0.01,{},0,0
245,VPP,6,{2: 'C'},{2: 0.47},131.5,['C'],1,0,"{2: ['C', 'C']}",0.47,None,None,None,133.0,None,None,None,1,None,None,None,0.01,{2: ['C']},1,1
246,VPP,6,{2: 'D'},{2: 0.48},133.0,['D'],0,1,"{2: ['D', 'D']}",0.48,None,None,None,134.0,None,None,None,2,None,None,None,0.01,{},0,0
247,VPP,6,{2: 'C'},{2: 0.46499999999999997},134.0,['C'],1,0,"{2: ['C', 'C']}",0.46499999999999997,None,None,None,135.5,None,None,None,1,None,None,None,0.01,{2: ['C']},1,1
248,VPP,6,{2: 'D'},{2: 0.475},135.5,['D'],0,1,"{2: ['D', 'D']}",0.475,None,None,None,136.5,None,None,None,2,None,None,None,0.01,{},0,0
249,VPP,6,{2: 'C'},{2: 0.495},136.5,['C'],1,0,"{2: ['C', 'D']}",0.495,None,None,None,134.5,None,None,None,1,None,None,None,0.01,{2: ['D']},1,0
250,VPP,6,{2: 'D'},{2: 0.505},134.5,['D'],0,1,"{2: ['D', 'D']}",0.505,None,None,None,135.5,None,None,None,2,None,None,None,0.01,{},0,0
stepcount_1,strategy_1,strat code_1,move_1,probabilities_1,utility_1,common_move_1,number_coop_1,number_defect_1,outcomes_1,p1_1,p2_1,p3_1,p4_1,u1_1,u2_1,u3_1,u4_1,m1_1,m2_1,m3_1,m4_1,uv_1,wm_1,nc_1,mutC_1
True,VPP,6,{2: 'D'},{2: 0.51},0,['D'],0,1,"{2: ['D', 'D']}",0.51,None,None,None,1,None,None,None,2,None,None,None,0.01,{2: ['D']},0,0
2,VPP,6,{2: 'C'},{2: 0.53},1,['C'],1,0,"{2: ['C', 'D']}",0.53,None,None,None,-1,None,None,None,1,None,None,None,0.01,"{2: ['D', 'D']}",1,0
3,VPP,6,{2: 'D'},{2: 0.54},-1,['D'],0,1,"{2: ['D', 'D']}",0.54,None,None,None,0,None,None,None,2,None,None,None,0.01,"{2: ['D', 'D', 'D']}",0,0
4,VPP,6,{2: 'D'},{2: 0.5800000000000001},0,['D'],0,1,"{2: ['D', 'D']}",0.5800000000000001,None,None,None,1,None,None,None,2,None,None,None,0.04,"{2: ['D', 'D', 'D']}",0,0
5,VPP,6,{2: 'C'},{2: 0.66},1,['C'],1,0,"{2: ['C', 'D']}",0.66,None,None,None,-1,None,None,None,1,None,None,None,0.04,"{2: ['D', 'D', 'D']}",1,0
6,VPP,6,{2: 'D'},{2: 0.5800000000000001},-1,['D'],0,1,"{2: ['D', 'C']}",0.5800000000000001,None,None,None,1,None,None,None,2,None,None,None,0.04,"{2: ['D', 'D', 'C']}",0,0
7,VPP,6,{2: 'C'},{2: 0.52},1,['C'],1,0,"{2: ['C', 'C']}",0.52,None,None,None,2.5,None,None,None,1,None,None,None,0.04,"{2: ['D', 'C', 'C']}",1,1
8,VPP,6,{2: 'D'},{2: 0.44},2.5,['D'],0,1,"{2: ['D', 'C']}",0.44,None,None,None,4.5,None,None,None,2,None,None,None,0.04,"{2: ['C', 'C', 'C']}",0,0
9,VPP,6,{2: 'C'},{2: 0.52},4.5,['C'],1,0,"{2: ['C', 'D']}",0.52,None,None,None,2.5,None,None,None,1,None,None,None,0.04,"{2: ['C', 'C', 'D']}",1,0
10,VPP,6,{2: 'D'},{2: 0.56},2.5,['D'],0,1,"{2: ['D', 'D']}",0.56,None,None,None,3.5,None,None,None,2,None,None,None,0.04,"{2: ['C', 'D', 'D']}",0,0
11,VPP,6,{2: 'D'},{2: 0.6000000000000001},3.5,['D'],0,1,"{2: ['D', 'D']}",0.6000000000000001,None,None,None,4.5,None,None,None,2,None,None,None,0.04,"{2: ['D', 'D', 'D']}",0,0
12,VPP,6,{2: 'C'},{2: 0.54},4.5,['C'],1,0,"{2: ['C', 'C']}",0.54,None,None,None,6.0,None,None,None,1,None,None,None,0.04,"{2: ['D', 'D', 'C']}",1,1
13,VPP,6,{2: 'D'},{2: 0.5800000000000001},6.0,['D'],0,1,"{2: ['D', 'D']}",0.5800000000000001,None,None,None,7.0,None,None,None,2,None,None,None,0.04,"{2: ['D', 'C', 'D']}",0,0
stepcount_1,strategy_1,strat code_1,move_1,probabilities_1,utility_1,common_move_1,number_coop_1,number_defect_1,outcomes_1,p1_1,p2_1,p3_1,p4_1,u1_1,u2_1,u3_1,u4_1,m1_1,m2_1,m3_1,m4_1,uv_1,wm_1,nc_1,mutC_1
True,VPP,6,{2: 'D'},{2: 0.51},0,['D'],0,1,"{2: ['D', 'D']}",0.51,None,None,None,1,None,None,None,2,None,None,None,0.01,{2: ['D']},0,0
2,VPP,6,{2: 'D'},{2: 0.49},1,['D'],0,1,"{2: ['D', 'C']}",0.49,None,None,None,3,None,None,None,2,None,None,None,0.01,"{2: ['D', 'C']}",0,0
3,VPP,6,{2: 'C'},{2: 0.51},3,['C'],1,0,"{2: ['C', 'D']}",0.51,None,None,None,1,None,None,None,1,None,None,None,0.01,"{2: ['D', 'C', 'D']}",1,0
4,VPP,6,{2: 'C'},{2: 0.45},1,['C'],1,0,"{2: ['C', 'C']}",0.45,None,None,None,2.5,None,None,None,1,None,None,None,0.04,"{2: ['C', 'D', 'C']}",1,1
5,VPP,6,{2: 'C'},{2: 0.53},2.5,['C'],1,0,"{2: ['C', 'D']}",0.53,None,None,None,0.5,None,None,None,1,None,None,None,0.04,"{2: ['D', 'C', 'D']}",1,0
6,VPP,6,{2: 'C'},{2: 0.47000000000000003},0.5,['C'],1,0,"{2: ['C', 'C']}",0.47000000000000003,None,None,None,2.0,None,None,None,1,None,None,None,0.04,"{2: ['C', 'D', 'C']}",1,1
7,VPP,6,{2: 'C'},{2: 0.55},2.0,['C'],1,0,"{2: ['C', 'D']}",0.55,None,None,None,0.0,None,None,None,1,None,None,None,0.04,"{2: ['D', 'C', 'D']}",1,0
8,VPP,6,{2: 'C'},{2: 0.49000000000000005},0.0,['C'],1,0,"{2: ['C', 'C']}",0.49000000000000005,None,None,None,1.5,None,None,None,1,None,None,None,0.04,"{2: ['C', 'D', 'C']}",1,1
9,VPP,6,{2: 'C'},{2: 0.43000000000000005},1.5,['C'],1,0,"{2: ['C', 'C']}",0.43000000000000005,None,None,None,3.0,None,None,None,1,None,None,None,0.04,"{2: ['D', 'C', 'C']}",1,1
stepcount_1,strategy_1,strat code_1,move_1,probabilities_1,utility_1,common_move_1,number_coop_1,number_defect_1,outcomes_1,p1_1,p2_1,p3_1,p4_1,u1_1,u2_1,u3_1,u4_1,m1_1,m2_1,m3_1,m4_1,uv_1,wm_1,nc_1,mutC_1
True,VPP,6,{2: 'C'},{2: 0.52},0,['C'],1,0,"{2: ['C', 'D']}",0.52,None,None,None,-2,None,None,None,1,None,None,None,0.01,{2: ['D']},1,0
