stepcount_1,strategy_1,strat code_1,move_1,probabilities_1,utility_1,common_move_1,number_coop_1,number_defect_1,outcomes_1,p1_1,p2_1,p3_1,p4_1,u1_1,u2_1,u3_1,u4_1,m1_1,m2_1,m3_1,m4_1,uv_1,wm_1,nc_1,mutC_1
121,VPP,6,{2: 'C'},{2: 0},26.5,['C'],1,0,"{2: ['C', 'D']}",0,None,None,None,24.5,None,None,None,1,None,None,None,0.04,"{2: ['D', 'C', 'D']}",1,0
122,VPP,6,{2: 'C'},{2: 0},24.5,['C'],1,0,"{2: ['C', 'D']}",0,None,None,None,22.5,None,None,None,1,None,None,None,0.04,"{2: ['C', 'D', 'D']}",1,0
123,VPP,6,{2: 'C'},{2: 0},22.5,['C'],1,0,"{2: ['C', 'D']}",0,None,None,None,20.5,None,None,None,1,None,None,None,0.04,"{2: ['D', 'D', 'D']}",1,0
124,VPP,6,{2: 'C'},{2: 0},20.5,['C'],1,0,"{2: ['C', 'C']}",0,None,None,None,22.0,None,None,None,1,None,None,None,0.04,"{2: ['D', 'D', 'C']}",1,1
125,VPP,6,{2: 'C'},{2: 0},22.0,['C'],1,0,"{2: ['C', 'C']}",0,None,None,None,23.5,None,None,None,1,None,None,None,0.04,"{2: ['D', 'C', 'C']}",1,1
126,VPP,6,{2: 'C'},{2: 0},23.5,['C'],1,0,"{2: ['C', 'D']}",0,None,None,None,21.5,None,None,None,1,None,None,None,0.04,"{2: ['C', 'C', 'D']}",1,0
127,VPP,6,{2: 'C'},{2: 0},21.5,['C'],1,0,"{2: ['C', 'C']}",0,None,None,None,23.0,None,None,None,1,None,None,None,0.04,"{2: ['C', 'D', 'C']}",1,1
128,VPP,6,{2: 'C'},{2: 0},23.0,['C'],1,0,"{2: ['C', 'D']}",0,None,None,None,21.0,None,None,None,1,None,None,None,0.04,"{2: ['D', 'C', 'D']}",1,0
129,VPP,6,{2: 'C'},{2: 0},21.0,['C'],1,0,"{2: ['C', 'D']}",0,None,None,None,19.0,None,None,None,1,None,None,None,0.04,"{2: ['C', 'D', 'D']}",1,0
130,VPP,6,{2: 'C'},{2: 0},19.0,['C'],1,0,"{2: ['C', 'D']}",0,None,None,None,17.0,None,None,None,1,None,None,None,0.04,"{2: ['D', 'D', 'D']}",1,0
131,VPP,6,{2: 'C'},{2: 0},17.0,['C'],1,0,"{2: ['C', 'D']}",0,None,None,None,15.0,None,None,None,1,None,None,None,0.04,"{2: ['D', 'D', 'D']}",1,0
132,VPP,6,{2: 'C'},{2: 0},15.0,['C'],1,0,"{2: ['C', 'C']}",0,None,None,None,16.5,None,None,None,1,None,None,None,0.04,"{2: ['D', 'D', 'C']}",1,1
133,VPP,6,{2: 'C'},{2: 0},16.5,['C'],1,0,"{2: ['C', 'C']}",0,None,None,None,18.0,None,None,None,1,None,None,None,0.04,"{2: ['D', 'C', 'C']}",1,1
134,VPP,6,{2: 'C'},{2: 0},18.0,['C'],1,0,"{2: ['C', 'D']}",0,None,None,None,16.0,None,None,None,1,None,None,None,0.04,"{2: ['C', 'C', 'D']}",1,0
135,VPP,6,{2: 'C'},{2: 0},16.0,['C'],1,0,"{2: ['C', 'C']}",0,None,None,None,17.5,None,None,None,1,None,None,None,0.04,"{2: ['C', 'D', 'C']}",1,1
136,VPP,6,{2: 'C'},{2: 0},17.5,['C'],1,0,"{2: ['C', 'C']}",0,None,None,None,19.0,None,None,None,1,None,None,None,0.04,"{2: ['D', 'C', 'C']}",1,1
137,VPP,6,{2: 'C'},{2: 0},19.0,['C'],1,0,"{2: ['C', 'C']}",0,None,None,None,20.5,None,None,None,1,None,None,None,0.04,"{2: ['C', 'C', 'C']}",1,1
138,VPP,6,{2: 'C'},{2: 0},20.5,['C'],1,0,"{2: ['C', 'C']}",0,None,None,None,22.0,None,None,None,1,None,None,None,0.04,"{2: ['C', 'C', 'C']}",1,1
139,VPP,6,{2: 'C'},{2: 0},22.0,['C'],1,0,"{2: ['C', 'C']}",0,None,None,None,23.5,None,None,None,1,None,None,None,0.04,"{2: ['C', 'C', 'C']}",1,1
140,VPP,6,{2: 'C'},{2: 0},23.5,['C'],1,0,"{2: ['C', 'D']}",0,None,None,None,21.5,None,None,None,1,None,None,None,0.04,"{2: ['C', 'C', 'D']}",1,0
141,VPP,6,{2: 'C'},{2: 0},21.5,['C'],1,0,"{2: ['C', 'C']}",0,None,None,None,23.0,None,None,None,1,None,None,None,0.04,"{2: ['C', 'D', 'C']}",1,1
142,VPP,6,{2: 'C'},{2: 0},23.0,['C'],1,0,"{2: ['C', 'C']}",0,None,None,None,24.5,None,None,None,1,None,None,None,0.04,"{2: ['D', 'C', 'C']}",1,1
143,VPP,6,{2: 'C'},{2: 0},24.5,['C'],1,0,"{2: ['C', 'D']}",0,None,None,None,22.5,None,None,None,1,None,None,None,0.04,"{2: ['C', 'C', 'D']}",1,0
144,VPP,6,{2: 'C'},{2: 0},22.5,['C'],1,0,"{2: ['C', 'D']}",0,None,None,None,20.5,None,None,None,1,None,None,None,0.04,"{2: ['C', 'D', 'D']}",1,0
145,VPP,6,{2: 'C'},{2: 0},20.5,['C'],1,0,"{2: ['C', 'D']}",0,None,None,None,18.5,None,None,None,1,None,None,None,0.04,"{2: ['D', 'D', 'D']}",1,0
146,VPP,6,{2: 'C'},{2: 0},18.5,['C'],1,0,"{2: ['C', 'C']}",0,None,None,None,20.0,None,None,None,1,None,None,None,0.04,"{2: ['D', 'D', 'C']}",1,1
147,VPP,6,{2: 'C'},{2: 0},20.0,['C'],1,0,"{2: ['C', 'C']}",0,None,None,None,21.5,None,None,None,1,None,None,None,0.04,"{2: ['D', 'C', 'C']}",1,1
148,VPP,6,{2: 'C'},{2: 0},21.5,['C'],1,0,"{2: ['C', 'C']}",0,None,None,None,23.0,None,None,None,1,None,None,None,0.04,"{2: ['C', 'C', 'C']}",1,1
149,VPP,6,{2: 'C'},{2: 0},23.0,['C'],1,0,"{2: ['C', 'C']}",0,None,None,None,24.5,None,None,None,1,None,None,None,0.04,"{2: ['C', 'C', 'C']}",1,1
150,VPP,6,{2: 'C'},{2: 0},24.5,['C'],1,0,"{2: ['C', 'D']}",0,None,None,None,22.5,None,None,None,1,None,None,None,0.04,"{2: ['C', 'C', 'D']}",1,0
151,VPP,6,{2: 'C'},{2: 0},22.5,['C'],1,0,"{2: ['C', 'C']}",0,None,None,None,24.0,None,None,None,1,None,None,None,0.04,"{2: ['C', 'D', 'C']}",1,1
152,VPP,6,{2: 'C'},{2: 0},24.0,['C'],1,0,"{2: ['C', 'C']}",0,None,None,None,25.5,None,None,None,1,None,None,None,0.04,"{2: ['D', 'C', 'C']}",1,1
153,VPP,6,{2: 'C'},{2: 0},25.5,['C'],1,0,"{2: ['C', 'C']}",0,None,None,None,27.0,None,None,None,1,None,None,None,0.04,"{2: ['C', 'C', 'C']}",1,1
154,VPP,6,{2: 'C'},{2: 0},27.0,['C'],1,0,"{2: ['C', 'D']}",0,None,None,None,25.0,None,None,None,1,None,None,None,0.04,"{2: ['C', 'C', 'D']}",1,0
155,VPP,6,{2: 'C'},{2: 0},25.0,['C'],1,0,"{2: ['C', 'C']}",0,None,None,None,26.5,None,None,None,1,None,None,None,0.04,"{2: ['C', 'D', 'C']}",1,1
156,VPP,6,{2: 'C'},{2: 0},26.5,['C'],1,0,"{2: ['C', 'D']}",0,None,None,None,24.5,None,None,None,1,None,None,None,0.04,"{2: ['D', 'C', 'D']}",1,0
157,VPP,6,{2: 'C'},{2: 0},24.5,['C'],1,0,"{2: ['C', 'C']}",0,None,None,None,26.0,None,None,None,1,None,None,None,0.04,"{2: ['C', 'D', 'C']}",1,1
158,VPP,6,{2: 'C'},{2: 0},26.0,['C'],1,0,"{2: ['C', 'D']}",0,None,None,None,24.0,None,None,None,1,None,None,None,0.04,"{2: ['D', 'C', 'D']}",1,0
159,VPP,6,{2: 'C'},{2: 0},24.0,['C'],1,0,"{2: ['C', 'D']}",0,None,None,None,22.0,None,None,None,1,None,None,None,0.04,"{2: ['C', 'D', 'D']}",1,0
160,VPP,6,{2: 'C'},{2: 0},22.0,['C'],1,0,"{2: ['C', 'D']}",0,None,None,None,20.0,None,None,None,1,None,None,None,0.04,"{2: ['D', 'D', 'D']}",1,0
161,VPP,6,{2: 'C'},{2: 0},20.0,['C'],1,0,"{2: ['C', 'C']}",0,None,None,None,21.5,None,None,None,1,None,None,None,0.04,"{2: ['D', 'D', 'C']}",1,1
162,VPP,6,{2: 'C'},{2: 0},21.5,['C'],1,0,"{2: ['C', 'C']}",0,None,None,None,23.0,None,None,None,1,None,None,None,0.04,"{2: ['D', 'C', 'C']}",1,1
163,VPP,6,{2: 'C'},{2: 0},23.0,['C'],1,0,"{2: ['C', 'C']}",0,None,None,None,24.5,None,None,None,1,None,None,None,0.04,"{2: ['C', 'C', 'C']}",1,1
164,VPP,6,{2: 'C'},{2: 0},24.5,['C'],1,0,"{2: ['C', 'C']}",0,None,None,None,26.0,None,None,None,1,None,None,None,0.04,"{2: ['C', 'C', 'C']}",1,1
165,VPP,6,{2: 'C'},{2: 0},26.0,['C'],1,0,"{2: ['C', 'D']}",0,None,None,None,24.0,None,None,None,1,None,None,None,0.04,"{2: ['C', 'C', 'D']}",1,0
166,VPP,6,{2: 'C'},{2: 0},24.0,['C'],1,0,"{2: ['C', 'D']}",0,None,None,None,22.0,None,None,None,1,None,None,None,0.04,"{2: ['C', 'D', 'D']}",1,0
167,VPP,6,{2: 'C'},{2: 0},22.0,['C'],1,0,"{2: ['C', 'C']}",0,None,None,None,23.5,None,None,None,1,None,None,None,0.04,"{2: ['D', 'D', 'C']}",1,1
168,VPP,6,{2: 'C'},{2: 0},23.5,['C'],1,0,"{2: ['C', 'C']}",0,None,None,None,25.0,None,None,None,1,None,None,None,0.04,"{2: ['D', 'C', 'C']}",1,1
169,VPP,6,{2: 'C'},{2: 0},25.0,['C'],1,0,"{2: ['C', 'C']}",0,None,None,None,26.5,None,None,None,1,None,None,None,0.04,"{2: ['C', 'C', 'C']}",1,1
170,VPP,6,{2: 'C'},{2: 0},26.5,['C'],1,0,"{2: ['C', 'D']}",0,None,None,None,24.5,None,None,None,1,None,None,None,0.04,"{2: ['C', 'C', 'D']}",1,0
171,VPP,6,{2: 'C'},{2: 0},24.5,['C'],1,0,"{2: ['C', 'C']}",0,None,None,None,26.0,None,None,None,1,None,None,None,0.04,"{2: ['C', 'D', 'C']}",1,1
172,VPP,6,{2: 'C'},{2: 0},26.0,['C'],1,0,"{2: ['C', 'C']}",0,None,None,None,27.5,None,None,None,1,None,None,None,0.04,"{2: ['D', 'C', 'C']}",1,1
173,VPP,6,{2: 'C'},{2: 0},27.5,['C'],1,0,"{2: ['C', 'D']}",0,None,None,None,25.5,None,None,None,1,None,None,None,0.04,"{2: ['C', 'C', 'D']}",1,0
174,VPP,6,{2: 'C'},{2: 0},25.5,['C'],1,0,"{2: ['C', 'C']}",0,None,None,None,27.0,None,None,None,1,None,None,None,0.04,"{2: ['C', 'D', 'C']}",1,1
175,VPP,6,{2: 'C'},{2: 0},27.0,['C'],1,0,"{2: ['C', 'D']}",0,None,None,None,25.0,None,None,None,1,None,None,None,0.04,"{2: ['D', 'C', 'D']}",1,0
176,VPP,6,{2: 'C'},{2: 0},25.0,['C'],1,0,"{2: ['C', 'C']}",0,None,None,None,26.5,None,None,None,1,None,None,None,0.04,"{2: ['C', 'D', 'C']}",1,1
177,VPP,6,{2: 'C'},{2: 0},26.5,['C'],1,0,"{2: ['C', 'C']}",0,None,None,None,28.0,None,None,None,1,None,None,None,0.04,"{2: ['D', 'C', 'C']}",1,1
178,VPP,6,{2: 'C'},{2: 0},28.0,['C'],1,0,"{2: ['C', 'C']}",0,None,None,None,29.5,None,None,None,1,None,None,None,0.04,"{2: ['C', 'C', 'C']}",1,1
179,VPP,6,{2: 'C'},{2: 0},29.5,['C'],1,0,"{2: ['C', 'D']}",0,None,None,None,27.5,None,None,None,1,None,None,None,0.04,"{2: ['C', 'C', 'D']}",1,0
180,VPP,6,{2: 'C'},{2: 0},27.5,['C'],1,0,"{2: ['C', 'C']}",0,None,None,None,29.0,None,None,None,1,None,None,None,0.04,"{2: ['C', 'D', 'C']}",1,1
181,VPP,6,{2: 'C'},{2: 0},29.0,['C'],1,0,"{2: ['C', 'D']}",0,None,None,None,27.0,None,None,None,1,None,None,None,0.04,"{2: ['D', 'C', 'D']}",1,0
182,VPP,6,{2: 'C'},{2: 0},27.0,['C'],1,0,"{2: ['C', 'D']}",0,None,None,None,25.0,None,None,None,1,None,None,None,0.04,"{2: ['C', 'D', 'D']}",1,0
183,VPP,6,{2: 'C'},{2: 0},25.0,['C'],1,0,"{2: ['C', 'C']}",0,None,None,None,26.5,None,None,None,1,None,None,None,0.04,"{2: ['D', 'D', 'C']}",1,1
184,VPP,6,{2: 'C'},{2: 0},26.5,['C'],1,0,"{2: ['C', 'C']}",0,None,None,None,28.0,None,None,None,1,None,None,None,0.04,"{2: ['D', 'C', 'C']}",1,1
185,VPP,6,{2: 'C'},{2: 0},28.0,['C'],1,0,"{2: ['C', 'D']}",0,None,None,None,26.0,None,None,None,1,None,None,None,0.04,"{2: ['C', 'C', 'D']}",1,0
186,VPP,6,{2: 'C'},{2: 0},26.0,['C'],1,0,"{2: ['C', 'C']}",0,None,None,None,27.5,None,None,None,1,None,None,None,0.04,"{2: ['C', 'D', 'C']}",1,1
187,VPP,6,{2: 'C'},{2: 0},27.5,['C'],1,0,"{2: ['C', 'C']}",0,None,None,None,29.0,None,None,None,1,None,None,None,0.04,"{2: ['D', 'C', 'C']}",1,1
188,VPP,6,{2: 'C'},{2: 0},29.0,['C'],1,0,"{2: ['C', 'D']}",0,None,None,None,27.0,None,None,None,1,None,None,None,0.04,"{2: ['C', 'C', 'D']}",1,0
189,VPP,6,{2: 'C'},{2: 0},27.0,['C'],1,0,"{2: ['C', 'D']}",0,None,None,None,25.0,None,None,None,1,None,None,None,0.04,"{2: ['C', 'D', 'D']}",1,0
190,VPP,6,{2: 'C'},{2: 0},25.0,['C'],1,0,"{2: ['C', 'C']}",0,None,None,None,26.5,None,None,None,1,None,None,None,0.04,"{2: ['D', 'D', 'C']}",1,1
191,VPP,6,{2: 'C'},{2: 0},26.5,['C'],1,0,"{2: ['C', 'C']}",0,None,None,None,28.0,None,None,None,1,None,None,None,0.04,"{2: ['D', 'C', 'C']}",1,1
192,VPP,6,{2: 'C'},{2: 0},28.0,['C'],1,0,"{2: ['C', 'D']}",0,None,None,None,26.0,None,None,None,1,None,None,None,0.04,"{2: ['C', 'C', 'D']}",1,0
193,VPP,6,{2: 'C'},{2: 0},26.0,['C'],1,0,"{2: ['C', 'C']}",0,None,None,None,27.5,None,None,None,1,None,None,None,0.04,"{2: ['C', 'D', 'C']}",1,1
194,VPP,6,{2: 'C'},{2: 0},27.5,['C'],1,0,"{2: ['C', 'D']}",0,None,None,None,25.5,None,None,None,1,None,None,None,0.04,"{2: ['D', 'C', 'D']}",1,0
195,VPP,6,{2: 'C'},{2: 0},25.5,['C'],1,0,"{2: ['C', 'D']}",0,None,None,None,23.5,None,None,None,1,None,None,None,0.04,"{2: ['C', 'D', 'D']}",1,0
196,VPP,6,{2: 'C'},{2: 0},23.5,['C'],1,0,"{2: ['C', 'C']}",0,None,None,None,25.0,None,None,None,1,None,None,None,0.04,"{2: ['D', 'D', 'C']}",1,1
197,VPP,6,{2: 'C'},{2: 0},25.0,['C'],1,0,"{2: ['C', 'D']}",0,None,None,None,23.0,None,None,None,1,None,None,None,0.04,"{2: ['D', 'C', 'D']}",1,0
198,VPP,6,{2: 'C'},{2: 0},23.0,['C'],1,0,"{2: ['C', 'C']}",0,None,None,None,24.5,None,None,None,1,None,None,None,0.04,"{2: ['C', 'D', 'C']}",1,1
199,VPP,6,{2: 'C'},{2: 0},24.5,['C'],1,0,"{2: ['C', 'D']}",0,None,None,None,22.5,None,None,None,1,None,None,None,0.04,"{2: ['D', 'C', 'D']}",1,0
200,VPP,6,{2: 'C'},{2: 0},22.5,['C'],1,0,"{2: ['C', 'C']}",0,None,None,None,24.0,None,None,None,1,None,None,None,0.04,"{2: ['C', 'D', 'C']}",1,1
201,VPP,6,{2: 'C'},{2: 0},24.0,['C'],1,0,"{2: ['C', 'D']}",0,None,None,None,22.0,None,None,None,1,None,None,None,0.04,"{2: ['D', 'C', 'D']}",1,0
202,VPP,6,{2: 'C'},{2: 0},22.0,['C'],1,0,"{2: ['C', 'C']}",0,None,None,None,23.5,None,None,None,1,None,None,None,0.04,"{2: ['C', 'D', 'C']}",1,1
203,VPP,6,{2: 'C'},{2: 0},23.5,['C'],1,0,"{2: ['C', 'C']}",0,None,None,None,25.0,None,None,None,1,None,None,None,0.04,"{2: ['D', 'C', 'C']}",1,1
204,VPP,6,{2: 'C'},{2: 0},25.0,['C'],1,0,"{2: ['C', 'C']}",0,None,None,None,26.5,None,None,None,1,None,None,None,0.04,"{2: ['C', 'C', 'C']}",1,1
205,VPP,6,{2: 'C'},{2: 0},26.5,['C'],1,0,"{2: ['C', 'D']}",0,None,None,None,24.5,None,None,None,1,None,None,None,0.04,"{2: ['C', 'C', 'D']}",1,0
206,VPP,6,{2: 'C'},{2: 0},24.5,['C'],1,0,"{2: ['C', 'D']}",0,None,None,None,22.5,None,None,None,1,None,None,None,0.04,"{2: ['C', 'D', 'D']}",1,0
207,VPP,6,{2: 'C'},{2: 0},22.5,['C'],1,0,"{2: ['C', 'C']}",0,None,None,None,24.0,None,None,None,1,None,None,None,0.04,"{2: ['D', 'D', 'C']}",1,1
208,VPP,6,{2: 'C'},{2: 0},24.0,['C'],1,0,"{2: ['C', 'D']}",0,None,None,None,22.0,None,None,None,1,None,None,None,0.04,"{2: ['D', 'C', 'D']}",1,0
209,VPP,6,{2: 'C'},{2: 0},22.0,['C'],1,0,"{2: ['C', 'D']}",0,None,None,None,20.0,None,None,None,1,None,None,None,0.04,"{2: ['C', 'D', 'D']}",1,0
210,VPP,6,{2: 'C'},{2: 0},20.0,['C'],1,0,"{2: ['C', 'C']}",0,None,None,None,21.5,None,None,None,1,None,None,None,0.04,"{2: ['D', 'D', 'C']}",1,1
211,VPP,6,{2: 'C'},{2: 0},21.5,['C'],1,0,"{2: ['C', 'D']}",0,None,None,None,19.5,None,None,None,1,None,None,None,0.04,"{2: ['D', 'C', 'D']}",1,0
212,VPP,6,{2: 'C'},{2: 0},19.5,['C'],1,0,"{2: ['C', 'D']}",0,None,None,None,17.5,None,None,None,1,None,None,None,0.04,"{2: ['C', 'D', 'D']}",1,0
213,VPP,6,{2: 'C'},{2: 0},17.5,['C'],1,0,"{2: ['C', 'C']}",0,None,None,None,19.0,None,None,None,1,None,None,None,0.04,"{2: ['D', 'D', 'C']}",1,1
214,VPP,6,{2: 'C'},{2: 0},19.0,['C'],1,0,"{2: ['C', 'D']}",0,None,None,None,17.0,None,None,None,1,None,None,None,0.04,"{2: ['D', 'C', 'D']}",1,0
215,VPP,6,{2: 'C'},{2: 0},17.0,['C'],1,0,"{2: ['C', 'C']}",0,None,None,None,18.5,None,None,None,1,None,None,None,0.04,"{2: ['C', 'D', 'C']}",1,1
216,VPP,6,{2: 'C'},{2: 0},18.5,['C'],1,0,"{2: ['C', 'C']}",0,None,None,None,20.0,None,None,None,1,None,None,None,0.04,"{2: ['D', 'C', 'C']}",1,1
217,VPP,6,{2: 'C'},{2: 0},20.0,['C'],1,0,"{2: ['C', 'D']}",0,None,None,None,18.0,None,None,None,1,None,None,None,0.04,"{2: ['C', 'C', 'D']}",1,0
218,VPP,6,{2: 'C'},{2: 0},18.0,['C'],1,0,"{2: ['C', 'D']}",0,None,None,None,16.0,None,None,None,1,None,None,None,0.04,"{2: ['C', 'D', 'D']}",1,0
219,VPP,6,{2: 'C'},{2: 0},16.0,['C'],1,0,"{2: ['C', 'C']}",0,None,None,None,17.5,None,None,None,1,None,None,None,0.04,"{2: ['D', 'D', 'C']}",1,1
220,VPP,6,{2: 'C'},{2: 0},17.5,['C'],1,0,"{2: ['C', 'C']}",0,None,None,None,19.0,None,None,None,1,None,None,None,0.04,"{2: ['D', 'C', 'C']}",1,1
221,VPP,6,{2: 'C'},{2: 0},19.0,['C'],1,0,"{2: ['C', 'D']}",0,None,None,None,17.0,None,None,None,1,None,None,None,0.04,"{2: ['C', 'C', 'D']}",1,0
222,VPP,6,{2: 'C'},{2: 0},17.0,['C'],1,0,"{2: ['C', 'D']}",0,None,None,None,15.0,None,None,None,1,None,None,None,0.04,"{2: ['C', 'D', 'D']}",1,0
223,VPP,6,{2: 'C'},{2: 0},15.0,['C'],1,0,"{2: ['C', 'C']}",0,None,None,None,16.5,None,None,None,1,None,None,None,0.04,"{2: ['D', 'D', 'C']}",1,1
224,VPP,6,{2: 'C'},{2: 0},16.5,['C'],1,0,"{2: ['C', 'D']}",0,None,None,None,14.5,None,None,None,1,None,None,None,0.04,"{2: ['D', 'C', 'D']}",1,0
225,VPP,6,{2: 'C'},{2: 0},14.5,['C'],1,0,"{2: ['C', 'D']}",0,None,None,None,12.5,None,None,None,1,None,None,None,0.04,"{2: ['C', 'D', 'D']}",1,0
226,VPP,6,{2: 'C'},{2: 0},12.5,['C'],1,0,"{2: ['C', 'C']}",0,None,None,None,14.0,None,None,None,1,None,None,None,0.04,"{2: ['D', 'D', 'C']}",1,1
227,VPP,6,{2: 'C'},{2: 0},14.0,['C'],1,0,"{2: ['C', 'D']}",0,None,None,None,12.0,None,None,None,1,None,None,None,0.04,"{2: ['D', 'C', 'D']}",1,0
228,VPP,6,{2: 'C'},{2: 0},12.0,['C'],1,0,"{2: ['C', 'D']}",0,None,None,None,10.0,None,None,None,1,None,None,None,0.04,"{2: ['C', 'D', 'D']}",1,0
229,VPP,6,{2: 'C'},{2: 0},10.0,['C'],1,0,"{2: ['C', 'D']}",0,None,None,None,8.0,None,None,None,1,None,None,None,0.04,"{2: ['D', 'D', 'D']}",1,0
230,VPP,6,{2: 'C'},{2: 0},8.0,['C'],1,0,"{2: ['C', 'D']}",0,None,None,None,6.0,None,None,None,1,None,None,None,0.04,"{2: ['D', 'D', 'D']}",1,0
231,VPP,6,{2: 'C'},{2: 0},6.0,['C'],1,0,"{2: ['C', 'D']}",0,None,None,None,4.0,None,None,None,1,None,None,None,0.04,"{2: ['D', 'D', 'D']}",1,0
232,VPP,6,{2: 'C'},{2: 0},4.0,['C'],1,0,"{2: ['C', 'D']}",0,None,None,None,2.0,None,None,None,1,None,None,None,0.04,"{2: ['D', 'D', 'D']}",1,0
233,VPP,6,{2: 'C'},{2: 0},2.0,['C'],1,0,"{2: ['C', 'C']}",0,None,None,None,3.5,None,None,None,1,None,None,None,0.04,"{2: ['D', 'D', 'C']}",1,1
234,VPP,6,{2: 'C'},{2: 0},3.5,['C'],1,0,"{2: ['C', 'D']}",0,None,None,None,1.5,None,None,None,1,None,None,None,0.04,"{2: ['D', 'C', 'D']}",1,0
235,VPP,6,{2: 'C'},{2: 0},1.5,['C'],1,0,"{2: ['C', 'D']}",0,None,None,None,-0.5,None,None,None,1,None,None,None,0.04,"{2: ['C', 'D', 'D']}",1,0
236,VPP,6,{2: 'C'},{2: 0},-0.5,['C'],1,0,"{2: ['C', 'D']}",0,None,None,None,-2.5,None,None,None,1,None,None,None,0.04,"{2: ['D', 'D', 'D']}",1,0
237,VPP,6,{2: 'C'},{2: 0},-2.5,['C'],1,0,"{2: ['C', 'C']}",0,None,None,None,-1.0,None,None,None,1,None,None,None,0.04,"{2: ['D', 'D', 'C']}",1,1
238,VPP,6,{2: 'C'},{2: 0},-1.0,['C'],1,0,"{2: ['C', 'D']}",0,None,None,None,-3.0,None,None,None,1,None,None,None,0.04,"{2: ['D', 'C', 'D']}",1,0
239,VPP,6,{2: 'C'},{2: 0},-3.0,['C'],1,0,"{2: ['C', 'C']}",0,None,None,None,-1.5,None,None,None,1,None,None,None,0.04,"{2: ['C', 'D', 'C']}",1,1
240,VPP,6,{2: 'C'},{2: 0},-1.5,['C'],1,0,"{2: ['C', 'C']}",0,None,None,None,0.0,None,None,None,1,None,None,None,0.04,"{2: ['D', 'C', 'C']}",1,1
241,VPP,6,{2: 'C'},{2: 0},0.0,['C'],1,0,"{2: ['C', 'D']}",0,None,None,None,-2.0,None,None,None,1,None,None,None,0.04,"{2: ['C', 'C', 'D']}",1,0
242,VPP,6,{2: 'C'},{2: 0},-2.0,['C'],1,0,"{2: ['C', 'D']}",0,None,None,None,-4.0,None,None,None,1,None,None,None,0.04,"{2: ['C', 'D', 'D']}",1,0
243,VPP,6,{2: 'C'},{2: 0},-4.0,['C'],1,0,"{2: ['C', 'C']}",0,None,None,None,-2.5,None,None,None,1,None,None,None,0.04,"{2: ['D', 'D', 'C']}",1,1
244,VPP,6,{2: 'C'},{2: 0},-2.5,['C'],1,0,"{2: ['C', 'C']}",0,None,None,None,-1.0,None,None,None,1,None,None,None,0.04,"{2: ['D', 'C', 'C']}",1,1
245,VPP,6,{2: 'C'},{2: 0},-1.0,['C'],1,0,"{2: ['C', 'C']}",0,None,None,None,0.5,None,None,None,1,None,None,None,0.04,"{2: ['C', 'C', 'C']}",1,1
246,VPP,6,{2: 'C'},{2: 0},0.5,['C'],1,0,"{2: ['C', 'C']}",0,None,None,None,2.0,None,None,None,1,None,None,None,0.04,"{2: ['C', 'C', 'C']}",1,1
247,VPP,6,{2: 'C'},{2: 0},2.0,['C'],1,0,"{2: ['C', 'C']}",0,None,None,None,3.5,None,None,None,1,None,None,None,0.04,"{2: ['C', 'C', 'C']}",1,1
248,VPP,6,{2: 'C'},{2: 0},3.5,['C'],1,0,"{2: ['C', 'C']}",0,None,None,None,5.0,None,None,None,1,None,None,None,0.04,"{2: ['C', 'C', 'C']}",1,1
249,VPP,6,{2: 'C'},{2: 0},5.0,['C'],1,0,"{2: ['C', 'C']}",0,None,None,None,6.5,None,None,None,1,None,None,None,0.04,"{2: ['C', 'C', 'C']}",1,1
250,VPP,6,{2: 'C'},{2: 0},6.5,['C'],1,0,"{2: ['C', 'D']}",0,None,None,None,4.5,None,None,None,1,None,None,None,0.04,"{2: ['C', 'C', 'D']}",1,0
stepcount_1,strategy_1,strat code_1,move_1,probabilities_1,utility_1,common_move_1,number_coop_1,number_defect_1,outcomes_1,p1_1,p2_1,p3_1,p4_1,u1_1,u2_1,u3_1,u4_1,m1_1,m2_1,m3_1,m4_1,uv_1,wm_1,nc_1,mutC_1
True,VPP,6,{2: 'C'},{2: 0.52},0,['C'],1,0,"{2: ['C', 'D']}",0.52,None,None,None,-2,None,None,None,1,None,None,None,0.01,{2: ['D']},1,0
stepcount_1,strategy_1,strat code_1,move_1,probabilities_1,utility_1,common_move_1,number_coop_1,number_defect_1,outcomes_1,p1_1,p2_1,p3_1,p4_1,u1_1,u2_1,u3_1,u4_1,m1_1,m2_1,m3_1,m4_1,uv_1,wm_1,nc_1,mutC_1
True,RANDOM,0,{2: 'C'},{2: 0.485},0,['C'],1,0,"{2: ['C', 'C']}",0.485,None,None,None,1.5,None,None,None,1,None,None,None,0.01,{2: ['C']},1,1
2,RANDOM,0,{2: 'D'},{2: 0.495},1.5,['D'],0,1,"{2: ['D', 'D']}",0.495,None,None,None,2.5,None,None,None,2,None,None,None,0.01,"{2: ['C', 'D']}",0,0
3,RANDOM,0,{2: 'C'},{2: 0.48},2.5,['C'],1,0,"{2: ['C', 'C']}",0.48,None,None,None,4.0,None,None,None,1,None,None,None,0.01,"{2: ['C', 'D', 'C']}",1,1
4,RANDOM,0,{2: 'D'},{2: 0.52},4.0,['D'],0,1,"{2: ['D', 'D']}",0.52,None,None,None,5.0,None,None,None,2,None,None,None,0.04,"{2: ['D', 'C', 'D']}",0,0
