score,coops,ppds,class
371.5,2,0.85,5
376.5,247,0.85,2
368,2,0.85,5
250,0,0.85,3
251,0,0.85,4
377,246,0.85,2
371.5,2,0.85,5
377,246,0.85,2
251,0,0.85,4
250,0,0.85,3
371.5,2,0.85,5
250,0,0.85,3
251.5,1,0.85,4
377,246,0.85,2
371.5,2,0.85,5
377,246,0.85,2
252,2,0.85,4
250,0,0.85,3
375,0,0.85,5
245.5,4,0.85,4
247,1,0.85,3
250,0,0.85,3
249,1,0.85,4
376.5,247,0.85,2
372,167,0.85,5
376.5,247,0.85,2
375,0,0.85,5
244,2,0.85,3
251,0,0.85,4
376,248,0.85,2
375,0,0.85,5
376.5,247,0.85,2
251,0,0.85,4
247,1,0.85,3
371.5,2,0.85,5
244,2,0.85,3
251,0,0.85,4
377,246,0.85,2
371.5,2,0.85,5
376.5,247,0.85,2
251,0,0.85,4
247,1,0.85,3
368,2,0.85,5
249,1,0.85,4
250,0,0.85,3
247,1,0.85,3
368.5,247,0.85,4
378,244,0.85,2
375,0,0.85,5
377,246,0.85,2
357.5,144,0.85,5
250,0,0.85,3
251,0,0.85,4
376,248,0.85,2
371.5,2,0.85,5
376,248,0.85,2
251,0,0.85,4
250,0,0.85,3
375,0,0.85,5
250,0,0.85,3
251,0,0.85,4
376.5,247,0.85,2
372,1,0.85,5
376.5,247,0.85,2
251,0,0.85,4
250,0,0.85,3
375,0,0.85,5
249.5,2,0.85,4
250,0,0.85,3
250,0,0.85,3
251,0,0.85,4
376.5,247,0.85,2
371.5,2,0.85,5
377.5,245,0.85,2
372,3,0.85,5
250,0,0.85,3
251.5,1,0.85,4
377,246,0.85,2
368,2,0.85,5
377,246,0.85,2
251,0,0.85,4
250,0,0.85,3
375,0,0.85,5
247,1,0.85,3
249,1,0.85,4
376.5,247,0.85,2
368,2,0.85,5
376.5,247,0.85,2
251,0,0.85,4
250,0,0.85,3
375,0,0.85,5
251,0,0.85,4
250,0,0.85,3
247,1,0.85,3
249,1,0.85,4
377,246,0.85,2
375,0,0.85,5
377.5,245,0.85,2
375,0,0.85,5
250,0,0.85,3
251,0,0.85,4
377.5,245,0.85,2
375,0,0.85,5
376.5,247,0.85,2
251,0,0.85,4
250,0,0.85,3
368,2,0.85,5
247,1,0.85,3
249,1,0.85,4
376,248,0.85,2
375,0,0.85,5
376.5,247,0.85,2
251,0,0.85,4
247,1,0.85,3
375,0,0.85,5
251,0,0.85,4
247,1,0.85,3
247,1,0.85,3
249,1,0.85,4
377,246,0.85,2
368.5,5,0.85,5
376,248,0.85,2
375,0,0.85,5
250,0,0.85,3
251,0,0.85,4
377.5,245,0.85,2
371.5,2,0.85,5
376,248,0.85,2
251,0,0.85,4
247,1,0.85,3
375,0,0.85,5
250,0,0.85,3
251,0,0.85,4
376.5,247,0.85,2
375,0,0.85,5
376.5,247,0.85,2
249.5,2,0.85,4
250,0,0.85,3
375,0,0.85,5
251,0,0.85,4
250,0,0.85,3
250,0,0.85,3
251,0,0.85,4
377,246,0.85,2
375,0,0.85,5
377,246,0.85,2
371.5,2,0.85,5
250,0,0.85,3
249,1,0.85,4
376.5,247,0.85,2
371.5,2,0.85,5
377.5,245,0.85,2
251.5,1,0.85,4
247,1,0.85,3
375,0,0.85,5
250,0,0.85,3
372,249,0.85,4
376.5,247,0.85,2
372,1,0.85,5
377,246,0.85,2
354,243,0.85,4
250,0,0.85,3
368,2,0.85,5
249,1,0.85,4
250,0,0.85,3
247,1,0.85,3
221.5,16,0.85,4
377,246,0.85,2
375,0,0.85,5
378,244,0.85,2
375,0,0.85,5
250,0,0.85,3
251,0,0.85,4
377,246,0.85,2
371.5,162,0.85,5
377.5,245,0.85,2
251,0,0.85,4
247,1,0.85,3
375,0,0.85,5
250,0,0.85,3
251,0,0.85,4
377.5,245,0.85,2
375,0,0.85,5
376.5,247,0.85,2
251,0,0.85,4
247,1,0.85,3
375,0,0.85,5
251,0,0.85,4
250,0,0.85,3
250,0,0.85,3
249,1,0.85,4
376.5,247,0.85,2
375,0,0.85,5
376.5,247,0.85,2
368.5,3,0.85,5
250,0,0.85,3
251,0,0.85,4
376.5,247,0.85,2
368.5,3,0.85,5
376,248,0.85,2
251,0,0.85,4
247,1,0.85,3
375,0,0.85,5
247,1,0.85,3
247,2,0.85,4
377,246,0.85,2
375,0,0.85,5
377,246,0.85,2
362.5,245,0.85,4
250,0,0.85,3
375,248,0.85,5
362.5,245,0.85,4
247,1,0.85,3
247,1,0.85,3
233.5,10,0.85,4
376.5,247,0.85,2
371.5,2,0.85,5
378,244,0.85,2
372,1,0.85,5
247,1,0.85,3
251,0,0.85,4
376,248,0.85,2
375,0,0.85,5
377.5,245,0.85,2
251.5,1,0.85,4
247,1,0.85,3
375,0,0.85,5
250,0,0.85,3
251.5,1,0.85,4
377,246,0.85,2
375,0,0.85,5
376,248,0.85,2
251.5,1,0.85,4
247,1,0.85,3
375,0,0.85,5
365.5,246,0.85,4
247,1,0.85,3
250,0,0.85,3
249,1,0.85,4
377,246,0.85,2
375,0,0.85,5
377,246,0.85,2
375,0,0.85,5
247,1,0.85,3
251,0,0.85,4
377,246,0.85,2
371.5,248,0.85,5
376.5,247,0.85,2
251,0,0.85,4
250,0,0.85,3
375,0,0.85,5
250,0,0.85,3
249,1,0.85,4
377,246,0.85,2
375,248,0.85,5
377,246,0.85,2
251.5,1,0.85,4
250,0,0.85,3
375,0,0.85,5
251,0,0.85,4
250,0,0.85,3
247,1,0.85,3
245,3,0.85,4
376.5,247,0.85,2
371.5,2,0.85,5
377,246,0.85,2
375,0,0.85,5
247,1,0.85,3
249,1,0.85,4
376,248,0.85,2
368,2,0.85,5
377,246,0.85,2
249,1,0.85,4
250,0,0.85,3
375,0,0.85,5
250,0,0.85,3
251,0,0.85,4
377,246,0.85,2
375,0,0.85,5
376.5,247,0.85,2
249,1,0.85,4
250,0,0.85,3
371.5,2,0.85,5
251,0,0.85,4
250,0,0.85,3
244,2,0.85,3
251,0,0.85,4
377,246,0.85,2
375,0,0.85,5
376.5,247,0.85,2
375,0,0.85,5
250,0,0.85,3
251,0,0.85,4
376.5,247,0.85,2
375,0,0.85,5
376.5,247,0.85,2
249,1,0.85,4
244,2,0.85,3
375,0,0.85,5
247,1,0.85,3
251.5,1,0.85,4
376.5,247,0.85,2
371.5,2,0.85,5
376,248,0.85,2
251,0,0.85,4
250,0,0.85,3
368,2,0.85,5
247.5,3,0.85,4
247,1,0.85,3
250,0,0.85,3
251.5,1,0.85,4
377,246,0.85,2
375,0,0.85,5
377,246,0.85,2
371.5,2,0.85,5
247,1,0.85,3
251,0,0.85,4
376,248,0.85,2
371.5,2,0.85,5
377,246,0.85,2
362.5,245,0.85,4
250,0,0.85,3
371.5,2,0.85,5
247,1,0.85,3
251,0,0.85,4
377,246,0.85,2
375,0,0.85,5
377,246,0.85,2
251,0,0.85,4
247,1,0.85,3
375,0,0.85,5
251,0,0.85,4
250,0,0.85,3
250,0,0.85,3
252,2,0.85,4
376.5,247,0.85,2
375,0,0.85,5
377,246,0.85,2
372,1,0.85,5
247,1,0.85,3
251,0,0.85,4
377,246,0.85,2
375,0,0.85,5
377.5,245,0.85,2
251,0,0.85,4
250,0,0.85,3
375,0,0.85,5
247,1,0.85,3
252,2,0.85,4
377,246,0.85,2
375,0,0.85,5
377.5,245,0.85,2
348,241,0.85,4
244,2,0.85,3
372,1,0.85,5
251,0,0.85,4
247,1,0.85,3
250,0,0.85,3
252,2,0.85,4
376.5,247,0.85,2
375,0,0.85,5
376.5,247,0.85,2
368,2,0.85,5
247,1,0.85,3
249,1,0.85,4
377,246,0.85,2
375,0,0.85,5
376.5,247,0.85,2
344.5,239,0.85,4
247,1,0.85,3
368.5,3,0.85,5
250,0,0.85,3
247,2,0.85,4
378,244,0.85,2
372,1,0.85,5
377,246,0.85,2
251,0,0.85,4
247,1,0.85,3
375,0,0.85,5
241,5,0.85,4
247,1,0.85,3
250,0,0.85,3
251,0,0.85,4
377,246,0.85,2
375,0,0.85,5
377,246,0.85,2
375,0,0.85,5
247,1,0.85,3
251,0,0.85,4
376,248,0.85,2
368,2,0.85,5
376.5,247,0.85,2
252,2,0.85,4
247,1,0.85,3
371.5,248,0.85,5
244,2,0.85,3
249,1,0.85,4
376.5,247,0.85,2
375,0,0.85,5
377.5,245,0.85,2
251,0,0.85,4
250,0,0.85,3
375,0,0.85,5
251.5,1,0.85,4
250,0,0.85,3
247,1,0.85,3
372,249,0.85,4
377.5,245,0.85,2
375,0,0.85,5
377,246,0.85,2
368,2,0.85,5
250,0,0.85,3
251,0,0.85,4
377,246,0.85,2
368,2,0.85,5
376.5,247,0.85,2
249,1,0.85,4
247,1,0.85,3
371.5,2,0.85,5
250,0,0.85,3
251,0,0.85,4
377,246,0.85,2
375,0,0.85,5
376,248,0.85,2
251,0,0.85,4
250,0,0.85,3
371.5,2,0.85,5
251,0,0.85,4
250,0,0.85,3
250,0,0.85,3
251,0,0.85,4
377,246,0.85,2
375,0,0.85,5
377,246,0.85,2
372,1,0.85,5
250,0,0.85,3
251,0,0.85,4
376.5,247,0.85,2
372,1,0.85,5
376.5,247,0.85,2
251,0,0.85,4
250,0,0.85,3
371.5,2,0.85,5
247,1,0.85,3
249,1,0.85,4
376.5,247,0.85,2
372,1,0.85,5
376,248,0.85,2
279,218,0.85,4
250,0,0.85,3
371.5,2,0.85,5
251,0,0.85,4
244,2,0.85,3
247,1,0.85,3
251,0,0.85,4
377.5,245,0.85,2
372,1,0.85,5
377,246,0.85,2
368.5,3,0.85,5
250,0,0.85,3
251,0,0.85,4
376.5,247,0.85,2
375,0,0.85,5
376,248,0.85,2
251,0,0.85,4
250,0,0.85,3
371.5,2,0.85,5
250,0,0.85,3
251,0,0.85,4
377,246,0.85,2
365,3,0.85,5
377,246,0.85,2
251,0,0.85,4
250,0,0.85,3
375,0,0.85,5
251,0,0.85,4
250,0,0.85,3
250,0,0.85,3
251,0,0.85,4
377,246,0.85,2
375,0,0.85,5
376.5,247,0.85,2
375,0,0.85,5
250,0,0.85,3
247,2,0.85,4
377,246,0.85,2
375,0,0.85,5
377.5,245,0.85,2
251,0,0.85,4
247,1,0.85,3
375,0,0.85,5
247,1,0.85,3
251,0,0.85,4
377,246,0.85,2
375,0,0.85,5
376.5,247,0.85,2
249,1,0.85,4
247,1,0.85,3
372,233,0.85,5
251,0,0.85,4
247,1,0.85,3
244,2,0.85,3
251.5,1,0.85,4
376.5,247,0.85,2
375,0,0.85,5
377,246,0.85,2
372,1,0.85,5
247,1,0.85,3
251.5,1,0.85,4
376.5,247,0.85,2
375,0,0.85,5
376,248,0.85,2
251,0,0.85,4
247,1,0.85,3
375,0,0.85,5
250,0,0.85,3
251,0,0.85,4
375.5,249,0.85,2
375,0,0.85,5
376.5,247,0.85,2
249,1,0.85,4
250,0,0.85,3
375,0,0.85,5
249,1,0.85,4
244,2,0.85,3
250,0,0.85,3
249,1,0.85,4
376.5,247,0.85,2
375,0,0.85,5
376.5,247,0.85,2
375,0,0.85,5
247,1,0.85,3
249,1,0.85,4
377,246,0.85,2
371.5,2,0.85,5
377,246,0.85,2
249,1,0.85,4
250,0,0.85,3
375,0,0.85,5
247,1,0.85,3
251,0,0.85,4
377,246,0.85,2
375,0,0.85,5
377,246,0.85,2
251.5,1,0.85,4
247,1,0.85,3
375,0,0.85,5
249,1,0.85,4
244,2,0.85,3
250,0,0.85,3
369,248,0.85,4
376.5,247,0.85,2
372,3,0.85,5
377.5,245,0.85,2
375,0,0.85,5
250,0,0.85,3
252,2,0.85,4
376.5,247,0.85,2
375,0,0.85,5
376.5,247,0.85,2
249,1,0.85,4
250,0,0.85,3
375,0,0.85,5
250,0,0.85,3
245,3,0.85,4
377,246,0.85,2
375,0,0.85,5
377,246,0.85,2
251.5,1,0.85,4
247,1,0.85,3
368.5,3,0.85,5
251,0,0.85,4
247,1,0.85,3
247,1,0.85,3
251,0,0.85,4
376,248,0.85,2
368,2,0.85,5
377,246,0.85,2
375,0,0.85,5
247,1,0.85,3
251,0,0.85,4
377,246,0.85,2
375,0,0.85,5
377,246,0.85,2
249,1,0.85,4
250,0,0.85,3
375,0,0.85,5
247,1,0.85,3
251,0,0.85,4
376.5,247,0.85,2
375,0,0.85,5
376.5,247,0.85,2
249,1,0.85,4
250,0,0.85,3
368,2,0.85,5
251,0,0.85,4
250,0,0.85,3
250,0,0.85,3
251,0,0.85,4
377,246,0.85,2
375,0,0.85,5
377,246,0.85,2
375,0,0.85,5
247,1,0.85,3
251,0,0.85,4
377,246,0.85,2
375,0,0.85,5
376.5,247,0.85,2
251,0,0.85,4
247,1,0.85,3
368,2,0.85,5
250,0,0.85,3
251,0,0.85,4
377,246,0.85,2
368.5,69,0.85,5
376.5,247,0.85,2
251,0,0.85,4
250,0,0.85,3
371.5,2,0.85,5
249,1,0.85,4
250,0,0.85,3
247,1,0.85,3
356.5,243,0.85,4
377.5,245,0.85,2
371.5,2,0.85,5
377,246,0.85,2
371.5,2,0.85,5
250,0,0.85,3
251.5,1,0.85,4
377,246,0.85,2
372,3,0.85,5
377,246,0.85,2
251,0,0.85,4
250,0,0.85,3
372,1,0.85,5
247,1,0.85,3
249,1,0.85,4
376.5,247,0.85,2
371.5,2,0.85,5
376.5,247,0.85,2
363,246,0.85,4
250,0,0.85,3
375,0,0.85,5
251,0,0.85,4
247,1,0.85,3
250,0,0.85,3
243,4,0.85,4
376.5,247,0.85,2
368,6,0.85,5
376.5,247,0.85,2
375,0,0.85,5
250,0,0.85,3
247,2,0.85,4
377,246,0.85,2
375,0,0.85,5
377.5,245,0.85,2
251,0,0.85,4
247,1,0.85,3
368,2,0.85,5
247,1,0.85,3
251,0,0.85,4
377.5,245,0.85,2
368,2,0.85,5
376.5,247,0.85,2
249,1,0.85,4
250,0,0.85,3
375,0,0.85,5
251,0,0.85,4
250,0,0.85,3
250,0,0.85,3
251,0,0.85,4
377,246,0.85,2
375,248,0.85,5
377,246,0.85,2
364.5,4,0.85,5
250,0,0.85,3
368.5,247,0.85,4
377,246,0.85,2
372,1,0.85,5
375.5,249,0.85,2
251,0,0.85,4
244,2,0.85,3
375,0,0.85,5
244,2,0.85,3
251,0,0.85,4
377,246,0.85,2
375,0,0.85,5
377.5,245,0.85,2
249,1,0.85,4
247,1,0.85,3
375,246,0.85,5
251.5,1,0.85,4
250,0,0.85,3
250,0,0.85,3
251,0,0.85,4
377,246,0.85,2
375,0,0.85,5
378,244,0.85,2
368.5,3,0.85,5
250,0,0.85,3
247,2,0.85,4
376.5,247,0.85,2
375,0,0.85,5
376,248,0.85,2
249,1,0.85,4
247,1,0.85,3
375,0,0.85,5
250,0,0.85,3
251,0,0.85,4
377.5,245,0.85,2
371.5,2,0.85,5
376.5,247,0.85,2
251,0,0.85,4
247,1,0.85,3
375,0,0.85,5
368.5,247,0.85,4
247,1,0.85,3
247,1,0.85,3
251.5,1,0.85,4
376.5,247,0.85,2
372,1,0.85,5
376.5,247,0.85,2
365,3,0.85,5
247,1,0.85,3
241,5,0.85,4
376.5,247,0.85,2
365,3,0.85,5
377.5,245,0.85,2
243,4,0.85,4
250,0,0.85,3
368,2,0.85,5
247,1,0.85,3
247,2,0.85,4
377,246,0.85,2
375,2,0.85,5
377,246,0.85,2
347.5,240,0.85,4
250,0,0.85,3
368,2,0.85,5
249,1,0.85,4
247,1,0.85,3
250,0,0.85,3
251,0,0.85,4
376.5,247,0.85,2
375,0,0.85,5
377,246,0.85,2
375,0,0.85,5
244,2,0.85,3
249,1,0.85,4
376.5,247,0.85,2
375,0,0.85,5
377,246,0.85,2
251,0,0.85,4
250,0,0.85,3
375,0,0.85,5
247,1,0.85,3
249,1,0.85,4
376,248,0.85,2
371.5,248,0.85,5
376.5,247,0.85,2
251,0,0.85,4
250,0,0.85,3
372,1,0.85,5
241,5,0.85,4
247,1,0.85,3
247,1,0.85,3
251,0,0.85,4
377,246,0.85,2
375,0,0.85,5
378,244,0.85,2
368,2,0.85,5
247,1,0.85,3
251,0,0.85,4
377,246,0.85,2
375,0,0.85,5
377.5,245,0.85,2
354,243,0.85,4
250,0,0.85,3
375,248,0.85,5
247,1,0.85,3
251.5,1,0.85,4
377,246,0.85,2
375,0,0.85,5
376,248,0.85,2
251,0,0.85,4
250,0,0.85,3
375,0,0.85,5
251,0,0.85,4
250,0,0.85,3
250,0,0.85,3
251,0,0.85,4
376.5,247,0.85,2
371.5,2,0.85,5
377.5,245,0.85,2
361,4,0.85,5
250,0,0.85,3
251,0,0.85,4
376.5,247,0.85,2
375,0,0.85,5
377.5,245,0.85,2
251,0,0.85,4
250,0,0.85,3
368.5,3,0.85,5
250,0,0.85,3
249,1,0.85,4
376.5,247,0.85,2
375,0,0.85,5
376.5,247,0.85,2
251,0,0.85,4
247,1,0.85,3
372,1,0.85,5
250,3,0.85,4
244,2,0.85,3
250,0,0.85,3
251,0,0.85,4
376.5,247,0.85,2
375,0,0.85,5
377,246,0.85,2
375,0,0.85,5
247,1,0.85,3
251,0,0.85,4
377.5,245,0.85,2
368,2,0.85,5
377,246,0.85,2
251,0,0.85,4
250,0,0.85,3
375,0,0.85,5
250,0,0.85,3
251,0,0.85,4
377,246,0.85,2
368,2,0.85,5
377.5,245,0.85,2
249,1,0.85,4
247,1,0.85,3
375,0,0.85,5
249,1,0.85,4
247,1,0.85,3
250,0,0.85,3
249,1,0.85,4
377,246,0.85,2
375,0,0.85,5
377,246,0.85,2
375,0,0.85,5
250,0,0.85,3
249,1,0.85,4
376.5,247,0.85,2
375,0,0.85,5
377,246,0.85,2
251,0,0.85,4
247,1,0.85,3
375,0,0.85,5
247,1,0.85,3
241,5,0.85,4
376.5,247,0.85,2
371.5,2,0.85,5
376,248,0.85,2
249,1,0.85,4
247,1,0.85,3
365,3,0.85,5
251,0,0.85,4
247,1,0.85,3
247,1,0.85,3
251,0,0.85,4
376.5,247,0.85,2
375,0,0.85,5
376.5,247,0.85,2
358,7,0.85,5
247,1,0.85,3
247,2,0.85,4
376,248,0.85,2
375,0,0.85,5
377,246,0.85,2
371.5,248,0.85,4
250,0,0.85,3
375,0,0.85,5
250,0,0.85,3
251,0,0.85,4
377.5,245,0.85,2
368.5,3,0.85,5
377.5,245,0.85,2
251,0,0.85,4
250,0,0.85,3
375,0,0.85,5
249,1,0.85,4
250,0,0.85,3
250,0,0.85,3
251,0,0.85,4
376.5,247,0.85,2
372,1,0.85,5
376.5,247,0.85,2
375,0,0.85,5
247,1,0.85,3
245,3,0.85,4
376.5,247,0.85,2
368,4,0.85,5
377,246,0.85,2
245,3,0.85,4
250,0,0.85,3
375,0,0.85,5
250,0,0.85,3
251.5,1,0.85,4
377,246,0.85,2
372,1,0.85,5
376,248,0.85,2
249,1,0.85,4
244,2,0.85,3
375,0,0.85,5
251,0,0.85,4
250,0,0.85,3
247,1,0.85,3
368.5,247,0.85,4
377.5,245,0.85,2
375,0,0.85,5
376.5,247,0.85,2
375,0,0.85,5
250,0,0.85,3
249.5,2,0.85,4
376.5,247,0.85,2
375,0,0.85,5
377.5,245,0.85,2
249,1,0.85,4
250,0,0.85,3
371.5,2,0.85,5
247,1,0.85,3
251,0,0.85,4
376.5,247,0.85,2
375,0,0.85,5
376.5,247,0.85,2
251,0,0.85,4
250,0,0.85,3
375,2,0.85,5
243,4,0.85,4
247,1,0.85,3
247,1,0.85,3
251,0,0.85,4
376.5,247,0.85,2
368.5,3,0.85,5
378,244,0.85,2
375,0,0.85,5
244,2,0.85,3
251,0,0.85,4
377,246,0.85,2
372,1,0.85,5
376.5,247,0.85,2
356.5,243,0.85,4
250,0,0.85,3
368,2,0.85,5
250,0,0.85,3
251,0,0.85,4
377,246,0.85,2
375,0,0.85,5
376,248,0.85,2
251,0,0.85,4
250,0,0.85,3
371.5,2,0.85,5
251,0,0.85,4
247,1,0.85,3
250,0,0.85,3
371.5,248,0.85,4
377,246,0.85,2
372,1,0.85,5
377,246,0.85,2
375,0,0.85,5
247,1,0.85,3
249,1,0.85,4
376.5,247,0.85,2
372,1,0.85,5
376.5,247,0.85,2
251,0,0.85,4
247,1,0.85,3
375,2,0.85,5
250,0,0.85,3
249,1,0.85,4
376.5,247,0.85,2
375,0,0.85,5
376,248,0.85,2
247,2,0.85,4
247,1,0.85,3
375,0,0.85,5
251,0,0.85,4
250,0,0.85,3
250,0,0.85,3
249,1,0.85,4
376.5,247,0.85,2
375,0,0.85,5
375.5,249,0.85,2
371.5,244,0.85,5
250,0,0.85,3
252,2,0.85,4
376.5,247,0.85,2
375,0,0.85,5
376.5,247,0.85,2
249,1,0.85,4
244,2,0.85,3
375,0,0.85,5
250,0,0.85,3
249,1,0.85,4
377,246,0.85,2
375,0,0.85,5
377,246,0.85,2
356.5,243,0.85,4
250,0,0.85,3
375,0,0.85,5
251.5,1,0.85,4
247,1,0.85,3
247,1,0.85,3
251,0,0.85,4
376,248,0.85,2
375,0,0.85,5
377,246,0.85,2
368.5,3,0.85,5
250,0,0.85,3
251,0,0.85,4
375.5,249,0.85,2
368,2,0.85,5
376.5,247,0.85,2
250,3,0.85,4
250,0,0.85,3
371.5,2,0.85,5
247,1,0.85,3
368.5,247,0.85,4
376.5,247,0.85,2
371.5,2,0.85,5
376.5,247,0.85,2
251,0,0.85,4
250,0,0.85,3
375,0,0.85,5
251,0,0.85,4
250,0,0.85,3
250,0,0.85,3
249.5,2,0.85,4
377.5,245,0.85,2
372,1,0.85,5
376.5,247,0.85,2
371.5,246,0.85,5
250,0,0.85,3
251,0,0.85,4
377,246,0.85,2
375,0,0.85,5
377,246,0.85,2
251.5,1,0.85,4
247,1,0.85,3
375,0,0.85,5
247,1,0.85,3
251,0,0.85,4
377.5,245,0.85,2
372,1,0.85,5
376.5,247,0.85,2
249.5,2,0.85,4
247,1,0.85,3
375,0,0.85,5
251,0,0.85,4
247,1,0.85,3
250,0,0.85,3
372,249,0.85,4
376.5,247,0.85,2
372,1,0.85,5
376.5,247,0.85,2
375,0,0.85,5
250,0,0.85,3
247,2,0.85,4
377,246,0.85,2
375,0,0.85,5
376.5,247,0.85,2
249,1,0.85,4
247,1,0.85,3
375,2,0.85,5
250,0,0.85,3
308.5,227,0.85,4
376,248,0.85,2
375,0,0.85,5
377.5,245,0.85,2
251,0,0.85,4
250,0,0.85,3
372,3,0.85,5
251.5,1,0.85,4
247,1,0.85,3
250,0,0.85,3
249,1,0.85,4
377,246,0.85,2
371.5,2,0.85,5
376.5,247,0.85,2
368,2,0.85,5
247,1,0.85,3
251,0,0.85,4
376,248,0.85,2
371.5,2,0.85,5
376.5,247,0.85,2
368.5,247,0.85,4
247,1,0.85,3
372,1,0.85,5
247,1,0.85,3
251,0,0.85,4
376.5,247,0.85,2
375,0,0.85,5
377.5,245,0.85,2
249,1,0.85,4
250,0,0.85,3
375,248,0.85,5
247,2,0.85,4
247,1,0.85,3
250,0,0.85,3
250,3,0.85,4
377,246,0.85,2
375,0,0.85,5
378,244,0.85,2
364.5,238,0.85,5
250,0,0.85,3
247,2,0.85,4
376.5,247,0.85,2
372,1,0.85,5
377.5,245,0.85,2
359.5,244,0.85,4
247,1,0.85,3
375,0,0.85,5
250,0,0.85,3
251,0,0.85,4
377,246,0.85,2
368,2,0.85,5
377,246,0.85,2
249,1,0.85,4
250,0,0.85,3
371.5,2,0.85,5
251,0,0.85,4
247,1,0.85,3
250,0,0.85,3
249,1,0.85,4
377,246,0.85,2
375,0,0.85,5
376.5,247,0.85,2
375,0,0.85,5
250,0,0.85,3
249.5,2,0.85,4
377,246,0.85,2
375,0,0.85,5
377,246,0.85,2
251,0,0.85,4
250,0,0.85,3
375,0,0.85,5
250,0,0.85,3
249,1,0.85,4
377,246,0.85,2
375,0,0.85,5
376.5,247,0.85,2
251,0,0.85,4
247,1,0.85,3
375,0,0.85,5
251.5,1,0.85,4
250,0,0.85,3
247,1,0.85,3
251,0,0.85,4
377,246,0.85,2
368,2,0.85,5
377.5,245,0.85,2
371.5,2,0.85,5
250,0,0.85,3
249,1,0.85,4
377.5,245,0.85,2
375,2,0.85,5
376.5,247,0.85,2
251,0,0.85,4
250,0,0.85,3
372,1,0.85,5
250,0,0.85,3
251.5,1,0.85,4
377,246,0.85,2
375,0,0.85,5
376.5,247,0.85,2
251,0,0.85,4
247,1,0.85,3
375,0,0.85,5
251,0,0.85,4
250,0,0.85,3
250,0,0.85,3
251,0,0.85,4
376.5,247,0.85,2
375,0,0.85,5
377,246,0.85,2
375,0,0.85,5
250,0,0.85,3
251,0,0.85,4
376.5,247,0.85,2
375,0,0.85,5
376,248,0.85,2
251,0,0.85,4
247,1,0.85,3
375,0,0.85,5
250,0,0.85,3
251,0,0.85,4
376,248,0.85,2
375,0,0.85,5
377,246,0.85,2
251,0,0.85,4
247,1,0.85,3
372,1,0.85,5
250,3,0.85,4
250,0,0.85,3
250,0,0.85,3
251,0,0.85,4
377,246,0.85,2
375,0,0.85,5
377,246,0.85,2
365,3,0.85,5
247,1,0.85,3
249,1,0.85,4
376,248,0.85,2
375,246,0.85,5
377,246,0.85,2
251.5,1,0.85,4
250,0,0.85,3
375,0,0.85,5
247,1,0.85,3
249,1,0.85,4
377.5,245,0.85,2
375,0,0.85,5
377,246,0.85,2
223.5,15,0.85,4
250,0,0.85,3
368,2,0.85,5
251,0,0.85,4
250,0,0.85,3
250,0,0.85,3
251.5,1,0.85,4
376.5,247,0.85,2
371.5,2,0.85,5
377,246,0.85,2
372,1,0.85,5
247,1,0.85,3
368.5,247,0.85,4
377,246,0.85,2
368,2,0.85,5
376.5,247,0.85,2
249,1,0.85,4
250,0,0.85,3
375,0,0.85,5
247,1,0.85,3
249,1,0.85,4
377,246,0.85,2
371.5,2,0.85,5
377,246,0.85,2
251,0,0.85,4
247,1,0.85,3
372,1,0.85,5
251,0,0.85,4
250,0,0.85,3
250,0,0.85,3
251,0,0.85,4
377,246,0.85,2
365,3,0.85,5
377,246,0.85,2
375,0,0.85,5
250,0,0.85,3
251,0,0.85,4
377,246,0.85,2
375,0,0.85,5
377.5,245,0.85,2
247,2,0.85,4
250,0,0.85,3
371.5,2,0.85,5
247,1,0.85,3
251,0,0.85,4
377,246,0.85,2
372,1,0.85,5
376.5,247,0.85,2
251,0,0.85,4
250,0,0.85,3
371.5,2,0.85,5
251.5,1,0.85,4
247,1,0.85,3
250,0,0.85,3
251,0,0.85,4
377,246,0.85,2
375,0,0.85,5
376.5,247,0.85,2
368.5,3,0.85,5
250,0,0.85,3
362.5,245,0.85,4
377,246,0.85,2
372,1,0.85,5
376,248,0.85,2
247.5,3,0.85,4
247,1,0.85,3
375,0,0.85,5
244,2,0.85,3
369,248,0.85,4
376.5,247,0.85,2
375,0,0.85,5
377,246,0.85,2
251,0,0.85,4
250,0,0.85,3
368,2,0.85,5
251,0,0.85,4
247,1,0.85,3
250,0,0.85,3
251,0,0.85,4
377,246,0.85,2
375,0,0.85,5
376.5,247,0.85,2
368,2,0.85,5
247,1,0.85,3
251,0,0.85,4
376.5,247,0.85,2
375,0,0.85,5
376.5,247,0.85,2
251,0,0.85,4
250,0,0.85,3
368.5,3,0.85,5
247,1,0.85,3
249,1,0.85,4
376.5,247,0.85,2
368.5,3,0.85,5
376,248,0.85,2
263.5,212,0.85,4
250,0,0.85,3
375,0,0.85,5
251,0,0.85,4
250,0,0.85,3
247,1,0.85,3
368.5,247,0.85,4
377,246,0.85,2
375,0,0.85,5
377,246,0.85,2
371.5,2,0.85,5
250,0,0.85,3
251.5,1,0.85,4
376.5,247,0.85,2
368,2,0.85,5
377,246,0.85,2
249,1,0.85,4
250,0,0.85,3
368,2,0.85,5
244,2,0.85,3
249,1,0.85,4
376.5,247,0.85,2
375,0,0.85,5
377,246,0.85,2
247,2,0.85,4
244,2,0.85,3
375,2,0.85,5
251.5,1,0.85,4
